id|nct_id|outcome_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na|dispersion_upper_limit_raw|dispersion_lower_limit_raw
1927480655|NCT01115855|258432029|837835211|OG000|Change at Month 13 (n=95,101)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-1066.86|-1066.86|Standard Deviation|2088.51|2088.51|||||
1927480656|NCT01115855|258432029|837835212|OG001|Change at Month 13 (n=95,101)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-452.02|-452.02|Standard Deviation|1878.98|1878.98|||||
1927480657|NCT01115855|258432029|837835211|OG000|Change at Month 17 (n=81,82)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-1126.96|-1126.96|Standard Deviation|2384.14|2384.14|||||
1927480658|NCT01115855|258432029|837835212|OG001|Change at Month 17 (n=81,82)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-109.59|-109.59|Standard Deviation|3380.42|3380.42|||||
1927480659|NCT01115855|258432029|837835211|OG000|Change at Month 21 (n=72,73)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-957.86|-957.86|Standard Deviation|2601.47|2601.47|||||
1927480660|NCT01115855|258432029|837835212|OG001|Change at Month 21 (n=72,73)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-250.85|-250.85|Standard Deviation|2508.01|2508.01|||||
1927480661|NCT01115855|258432029|837835211|OG000|Change at Month 25 (n=63,63)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-453.57|-453.57|Standard Deviation|4894.51|4894.51|||||
1927480662|NCT01115855|258432029|837835212|OG001|Change at Month 25 (n=63,63)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-128.02|-128.02|Standard Deviation|2627.01|2627.01|||||
1927480663|NCT01115855|258432029|837835211|OG000|Change at Month 29 (n=53,48)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-1013.83|-1013.83|Standard Deviation|3167.91|3167.91|||||
1927480664|NCT01115855|258432029|837835212|OG001|Change at Month 29 (n=53,48)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-187.08|-187.08|Standard Deviation|2524.52|2524.52|||||
1927480665|NCT01115855|258432029|837835211|OG000|Change at Month 33 (n=45,40)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-168.36|-168.36|Standard Deviation|5404.82|5404.82|||||
1927480666|NCT01115855|258432029|837835212|OG001|Change at Month 33 (n=45,40)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|434.35|434.35|Standard Deviation|5134.98|5134.98|||||
1927480667|NCT01115855|258432029|837835211|OG000|Change at Month 37 (n=40,33)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-9.64|-9.64|Standard Deviation|5188.24|5188.24|||||
1927480668|NCT01115855|258432029|837835212|OG001|Change at Month 37 (n=40,33)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|171.21|171.21|Standard Deviation|5081.43|5081.43|||||
1927480669|NCT01115855|258432029|837835211|OG000|Change at Month 42 (n=30,26)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-246.77|-246.77|Standard Deviation|4753.87|4753.87|||||
1927480670|NCT01115855|258432029|837835212|OG001|Change at Month 42 (n=30,26)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|928.35|928.35|Standard Deviation|6494.32|6494.32|||||
1927480671|NCT01115855|258432029|837835211|OG000|Change at Month 48 (n=16,16)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-970.71|-970.71|Standard Deviation|4833.60|4833.6|||||
1927480672|NCT01115855|258432029|837835212|OG001|Change at Month 48 (n=16,16)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-450.69|-450.69|Standard Deviation|1487.78|1487.78|||||
1927480673|NCT01115855|258432029|837835211|OG000|Change at Final Visit (n=109,110)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|-177.00|-177.0|Standard Deviation|3780.44|3780.44|||||
1927480674|NCT01115855|258432029|837835212|OG001|Change at Final Visit (n=109,110)||Change From Baseline in Plasma Concentration of Serum N-terminal Pro-Brain Natriuretic Peptide (NT-proBNP) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||pg/mL|MEAN|296.35|296.35|Standard Deviation|3823.59|3823.59|||||
1927480675|NCT01115855|258432030|837835213|OG000|Baseline (n=111,110)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|25.64|25.64|Standard Deviation|4.95|4.95|||||
1927480676|NCT01115855|258432030|837835214|OG001|Baseline (n=111,110)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|26.64|26.64|Standard Deviation|3.97|3.97|||||
1927480677|NCT01115855|258432030|837835213|OG000|Change at Month 5 (n=105,106)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|5.98|5.98|Standard Deviation|8.87|8.87|||||
1927480678|NCT01115855|258432030|837835214|OG001|Change at Month 5 (n=105,106)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|4.01|4.01|Standard Deviation|7.59|7.59|||||
1927480679|NCT01115855|258432030|837835213|OG000|Change at Month 9 (n=99,104)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|33.89|33.89|Standard Deviation|10.64|10.64|||||
1927480680|NCT01115855|258432030|837835214|OG001|Change at Month 9 (n=99,104)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|31.37|31.37|Standard Deviation|9.19|9.19|||||
1927480681|NCT01115855|258432030|837835213|OG000|Change at Month 13 (n=94,101)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|9.62|9.62|Standard Deviation|9.70|9.7|||||
1927480682|NCT01115855|258432030|837835214|OG001|Change at Month 13 (n=94,101)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|4.86|4.86|Standard Deviation|10.13|10.13|||||
1927480683|NCT01115855|258432030|837835213|OG000|Change at Month 17 (n=81,82)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|11.36|11.36|Standard Deviation|11.45|11.45|||||
1927480684|NCT01115855|258432030|837835214|OG001|Change at Month 17 (n=81,82)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|5.50|5.5|Standard Deviation|10.74|10.74|||||
1927480685|NCT01115855|258432030|837835213|OG000|Change at Month 21 (n=72,73)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|12.73|12.73|Standard Deviation|12.04|12.04|||||
1927480686|NCT01115855|258432030|837835214|OG001|Change at Month 21 (n=72,73)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|6.37|6.37|Standard Deviation|11.88|11.88|||||
1927480687|NCT01115855|258432030|837835213|OG000|Change at Month 25 (n=63,64)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|12.18|12.18|Standard Deviation|12.18|12.18|||||
1927480688|NCT01115855|258432030|837835214|OG001|Change at Month 25 (n=63,64)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|6.60|6.6|Standard Deviation|10.94|10.94|||||
1927480689|NCT01115855|258432030|837835213|OG000|Change at Month 29 (n=53,48)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|11.95|11.95|Standard Deviation|12.28|12.28|||||
1927480690|NCT01115855|258432030|837835214|OG001|Change at Month 29 (n=53,48)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|6.45|6.45|Standard Deviation|12.83|12.83|||||
1927480691|NCT01115855|258432030|837835213|OG000|Change at Month 33 (n=45,39)||Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit|LVEF was calculated based on end-diastolic volume measured by two-dimensional echocardiography.|percentage of LVEF|MEAN|13.67|13.67|Standard Deviation|13.94|13.94|||||
